Feature	rank	coef	abs_coef	mean	mean_0	mean_1	mlr	prev	prev_0	prev_1	plr	i_coef	i_coef_l	i_coef_h	i_pvalue	kingdom	phylum	class	order	family	genus	species	otu_id
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__3829957	11	0.069276710437799996	0.069276710437799996	4.190177940060527e-06	2.2320944991981484e-06	8.99638274945e-06	0.49035882629983624	0.10526315789473684	0.05555555555555555	0.22727272727272727	0.5660623380564435	0.52289167401726766	-0.050472065808984334	1.0962554138435197	0.073867650467957346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			3829957
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__179583	12	0.045613341554699996	0.045613341554699996	4.30618826271829e-05	3.84325109922889e-05	5.442488573101363e-05	0.14785037335113066	0.4342105263157895	0.3148148148148148	0.7272727272727273	0.36514749527573015	0.64148743096355243	0.15902887868371268	1.1239459832433922	0.0091603538061536764	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			179583
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__189610	13	0.0614923177823	0.0614923177823	1.1501819235297366e-05	4.163258916337037e-06	2.9514649109109086e-05	0.7715844766402461	0.15789473684210525	0.05555555555555555	0.4090909090909091	0.7879110876727999	1.1405291566870561	0.37258877290373027	1.908469540470382	0.0036039173239235936	Bacteria	Firmicutes	Clostridia	Clostridiales				189610
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__;otu__190991	14	0.055952272844599998	0.055952272844599998	5.811540648894737e-06	3.112766909683333e-06	1.2435803463322725e-05	0.5141295457834727	0.14473684210526316	0.07407407407407407	0.3181818181818182	0.5940910616566871	0.64748580140270573	0.074001448344418685	1.2209701544609928	0.026906305177467515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		190991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__;otu__4326870	15	-0.045388823819199994	0.045388823819199994	0.015395891026170462	0.017403058437680266	0.010469207379737307	-0.2206952491725275	0.9605263157894737	1.0	0.8636363636363636	-0.04936161482950042	-1.0698694865241325	-1.8800987822317905	-0.25964019081647449	0.0096523828281405797	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister		4326870
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__189760	16	0.045208179004400002	0.045208179004400002	1.3938431345564474e-05	7.424487444824073e-06	2.9927202738290914e-05	0.5647971539125304	0.27631578947368424	0.18518518518518517	0.5	0.427759639890162	0.65882686881624886	0.15411280446540165	1.1635409331670961	0.010514518894456157	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			189760
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__4315782	17	0.048215533682099999	0.048215533682099999	4.4932015102863156e-05	1.5558514355074075e-05	0.00011703060784743635	0.8529732748070563	0.18421052631578946	0.1111111111111111	0.36363636363636365	0.4991155484258304	0.66005546038678198	0.093706556376641159	1.2264043643969229	0.02235658887995819	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			4315782
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__3236435	18	0.047637679266800008	0.047637679266800008	0.0003578896385825829	0.0003436530059085333	0.0003928341006007046	0.0579312467739129	0.8289473684210527	0.7592592592592593	1.0	0.12844962462045467	0.62316519738726162	0.111964714198176	1.1343656805763471	0.016883206248959438	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			3236435
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__581021	19	0.036010067922199997	0.036010067922199997	7.703588684698684e-06	4.179932188492593e-06	1.6352563720840907e-05	0.5250395735141229	0.13157894736842105	0.07407407407407407	0.2727272727272727	0.5360991146790003	0.57596474580066293	0.015444286192071388	1.1364852054092545	0.044012914047630636	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			581021
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__572254	20	0.057887003312400001	0.057887003312400001	1.0426921632130262e-05	4.4040495084907405e-06	2.5210335026518183e-05	0.6857532531336784	0.13157894736842105	0.09259259259259259	0.22727272727272727	0.3899710790007623	0.42875632111503387	-0.084631168965951298	0.94214381119601898	0.10165830044843979	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			572254
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__782953	21	-0.052932633386399995	0.052932633386399995	0.007692725012334985	0.00802858812704202	0.00686833373078135	-0.06777865288467541	0.9736842105263158	1.0	0.9090909090909091	-0.028172315759562302	-0.43752310438342612	-0.93683609060092587	0.06178988183407369	0.085902672721521287	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			782953
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__;otu__338950	22	0.0448818357273	0.0448818357273	0.002075492448173254	9.821509433444074e-05	0.006928809589413976	1.844143552004397	0.13157894736842105	0.07407407407407407	0.2727272727272727	0.5360991146790003	0.52872709018191821	-0.080249908590731334	1.1377040889545678	0.088814732462988211	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema		338950
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__190980	23	0.042680116171900005	0.042680116171900005	1.4073591826821051e-05	9.127591768277778e-06	2.6213773788699996e-05	0.42928258333567443	0.2236842105263158	0.14814814814814814	0.4090909090909091	0.43572856956143746	0.5636093811389904	0.059622142232104047	1.0675966200458769	0.028391821523190308	Bacteria	Firmicutes	Clostridia	Clostridiales				190980
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__198183	24	-0.045779908835300004	0.045779908835300004	0.0006591550326236736	0.000751033584530924	0.00043363495066951367	-0.23811258919207193	0.881578947368421	0.9259259259259259	0.7727272727272727	-0.062326591993868016	-0.40687287489489504	-0.88846668202666268	0.074720932236872595	0.097748382121167626	Bacteria	Firmicutes	Clostridia	Clostridiales				198183
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__;otu__4310223	25	-0.043975538712499998	0.043975538712499998	0.0006738546733234776	0.0008808982505790259	0.0001656568018780409	-0.723595437578241	0.5263157894736842	0.6296296296296297	0.2727272727272727	-0.3089989253352565	-0.56754812661952592	-1.0465667256535833	-0.088529527585468615	0.020222517641387588	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				4310223
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;otu__786708	26	-0.043749672002099997	0.043749672002099997	7.162620440823684e-06	8.456779372024073e-06	3.986048518786364e-06	-0.27798675673533885	0.15789473684210525	0.16666666666666666	0.13636363636363635	-0.007968929671275292	-0.10715726862464114	-0.56013677949373086	0.34582224224444863	0.64289783411262102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			786708
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__;otu__264552	27	-0.043137274541800004	0.043137274541800004	3.2590569456438165e-05	4.1721200472077784e-05	1.0179020599868181e-05	-0.5822396914923396	0.4342105263157895	0.5185185185185185	0.22727272727272727	-0.2942756685145503	-0.53070672259643403	-1.0025833490576597	-0.058830096135208509	0.027501999676248515	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister		264552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri;otu__329693	28	0.046567681464500001	0.046567681464500001	6.78020595130237e-05	4.952238355285741e-05	0.00011267035505161363	0.3521633849450783	0.5	0.4074074074074074	0.7272727272727273	0.2586921643614433	0.57936704417682794	0.10713675960024721	1.0515973287534086	0.016188900494231145	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	329693
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__;otu__2157225	29	0.044784611222400003	0.044784611222400003	0.00020647602539938684	0.00018869293363656114	0.00025012543245359547	0.1218395446091327	0.5526315789473685	0.46296296296296297	0.7727272727272727	0.23027023613325046	0.53484805527343615	0.06256100782190771	1.0071351027249646	0.026446709838964758	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			2157225
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__4329132	30	-0.038213597550900001	0.038213597550900001	3.28267549100671e-05	4.620061802157592e-05	0.0	-1.6739476851087263	0.14473684210526316	0.2037037037037037	0.0	-0.6892101670468626	-0.5272836526177469	-1.0738521108127737	0.01928480557727974	0.058649745441679918	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			4329132
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__;otu__557974	31	0.046800961349400004	0.046800961349400004	4.8128301384642094e-05	4.841478570306481e-05	4.742511260305909e-05	-0.0087862770430128	0.3026315789473684	0.24074074074074073	0.45454545454545453	0.2852357284807493	0.35426535239503298	-0.11405637178582539	0.82258707657589136	0.13817302934954401	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		557974
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__;otu__134726	32	-0.053717625040300004	0.053717625040300004	0.0019150593398417227	0.0026937163490159243	3.8103173232272725e-06	-2.748339330747448	0.19736842105263158	0.25925925925925924	0.045454545454545456	-0.48509018439093776	-0.47679100923545059	-1.0315034694550445	0.077921450984143381	0.092057211258886579	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		134726
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii;otu__181422	33	0.034505301746699996	0.034505301746699996	4.481969824468289e-05	3.1702754281153706e-05	7.70158334278909e-05	0.3775984211234807	0.4342105263157895	0.3333333333333333	0.6818181818181818	0.3153374607038581	0.56196225490601881	0.08562362403618512	1.0383008857758524	0.020762548205456435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	181422
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;otu__227285	34	-0.041200697787000001	0.041200697787000001	0.0004609907112241632	0.0006488017417228964	0.0	-2.812780871089649	0.13157894736842105	0.18518518518518517	0.0	-0.6514216061574628	-0.49190243918872617	-1.0619606362539973	0.078155757876544885	0.090789018603626093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		227285
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea;otu__4307092	35	-0.050074955823999998	0.050074955823999998	0.00016642000685809736	0.00019074654622042598	0.00010670941024147272	-0.2504739021518274	0.6447368421052632	0.7037037037037037	0.5	-0.12191228197811213	-0.39451402065812502	-0.85655993711237954	0.067531895796129449	0.094229148904887525	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	stercorea	4307092
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__176726	36	0.039584011614199999	0.039584011614199999	7.064806511407895e-06	2.884696889155555e-06	1.732507558420909e-05	0.6736886368141072	0.14473684210526316	0.07407407407407407	0.3181818181818182	0.5940910616566871	0.70842033820485895	0.11141029244661294	1.305430383963105	0.020033479847928786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			176726
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii;otu__180572	37	0.040624549744899999	0.040624549744899999	6.033164043153158e-05	6.800273954345186e-05	4.1502578975e-05	-0.21045105041189585	0.25	0.16666666666666666	0.45454545454545453	0.43136376415898736	0.5988879999242428	0.076183686976192933	1.1215923128722927	0.024727910492790602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	180572
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri;otu__292041	38	-0.048093317788800001	0.048093317788800001	5.1401209021390804e-05	5.308938396036298e-05	4.725750689845909e-05	-0.049547153733949675	0.5131578947368421	0.5555555555555556	0.4090909090909091	-0.10139061483351043	-0.19451784959475377	-0.6466717689005248	0.25763606971101727	0.39912674590183284	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	292041
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;otu__545299	39	-0.045066633121300007	0.045066633121300007	0.003534502570435576	0.0036625336982426624	0.003220244347636364	-0.055876521162788205	0.3684210526315789	0.48148148148148145	0.09090909090909091	-0.5642714304385626	-0.45630507678004384	-0.94759438966790377	0.034984236107816091	0.068698592158656285	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		545299
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__;otu__1100972	40	-0.050313476424000005	0.050313476424000005	4.068047932824868e-05	5.669721073012036e-05	1.366684069109091e-06	-1.387014531044701	0.10526315789473684	0.12962962962962962	0.045454545454545456	-0.21208891232720012	-0.27974051663595262	-0.77855395608151745	0.21907292280961221	0.2716934237980565	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		1100972
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;otu__3678349	41	0.037029520431099999	0.037029520431099999	3.3183192639627636e-05	9.181383640087037e-06	9.20967238203182e-05	0.9611275957259083	0.13157894736842105	0.12962962962962962	0.13636363636363635	0.08894108333678108	0.18845797158182018	-0.27765018290880228	0.65456612607244269	0.42809404591286981	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		3678349
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii;otu__299837	42	0.043839976320600001	0.043839976320600001	5.553546877402632e-06	2.8293314612740743e-06	1.2240257444263637e-05	0.5387734697670922	0.14473684210526316	0.07407407407407407	0.3181818181818182	0.5940910616566871	0.67272956041823917	0.086616082175929976	1.2588430386605483	0.024473824976396021	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	299837
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma;s__;otu__15806	43	-0.049357870292700001	0.049357870292700001	8.153071808496052e-06	1.1474693656401851e-05	0.0	-1.0960298893681477	0.11842105263157894	0.16666666666666666	0.0	-0.6100289209992377	-0.47305728651717199	-1.0153527018042594	0.069238128769915475	0.087317005233076089	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma		15806
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;otu__3384047	44	0.0336782249595	0.0336782249595	5.006603479081842e-05	3.267207882010185e-05	9.276029035530454e-05	0.44474901424788676	0.21052631578947367	0.16666666666666666	0.3181818181818182	0.2930610659927059	0.24910709509476067	-0.21723116945778018	0.71544535964730149	0.29511463938182303	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		3384047
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii;otu__340219	45	-0.039142914172099995	0.039142914172099995	6.029120912811841e-06	7.803473466735185e-06	1.6738919168181816e-06	-0.5175102112559095	0.13157894736842105	0.14814814814814814	0.09090909090909091	-0.0871501757189002	-0.20362472183827493	-0.66825582652131155	0.26100638284476163	0.39036544956660602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	340219
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__;otu__299302	46	-0.035797966884400005	0.035797966884400005	2.6313754538843414e-05	3.057861295584815e-05	1.5845465697104545e-05	-0.2729100286820489	0.3026315789473684	0.3333333333333333	0.22727272727272727	-0.11063127156842309	-0.22708570308679873	-0.68322364558525128	0.22905223941165379	0.32918488830309278	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		299302
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__4331782	47	0.038010419039199994	0.038010419039199994	1.8203996165442102e-05	1.5244301130131481e-05	2.5468702161204544e-05	0.21203161541576396	0.21052631578947367	0.12962962962962962	0.4090909090909091	0.4868810920088187	0.54472296283409083	0.036569873925424878	1.0528760517427567	0.035639627659277133	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			4331782
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__;otu__851824	48	0.037896024513899999	0.037896024513899999	5.051077751892763e-05	1.3263775068324075e-05	0.0001419352380795	1.0009048277424635	0.13157894736842105	0.1111111111111111	0.18181818181818182	0.24384304332252424	0.25248895595631904	-0.22647236733303888	0.73145027924567696	0.30150404054805102	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia		851824
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;otu__190490	49	0.037520032066999998	0.037520032066999998	1.431488232994737e-05	1.112912073707037e-05	2.2134478967009095e-05	0.2804304036202042	0.15789473684210525	0.09259259259259259	0.3181818181818182	0.5149098156090622	0.49005833057075643	-0.030825906596095409	1.0109425677376083	0.065187016729272421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			190490
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__cibaria;otu__64384	50	0.0327686095643	0.0327686095643	0.0003452316527973763	0.00036609494174511854	0.00029402176174382725	-0.0949243482355275	0.47368421052631576	0.35185185185185186	0.7727272727272727	0.3442135884400872	0.61193380498960259	0.13084676245544558	1.0930208475237597	0.012665533476285448	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	cibaria	64384
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri;otu__292921	51	-0.031951097469499999	0.031951097469499999	0.0008778367746118066	0.0010845045408879278	0.00037056134829769086	-0.4656011143879226	0.7236842105263158	0.7407407407407407	0.6818181818181818	-0.018692795063048436	-0.1840772236054003	-0.63706450571407913	0.26891005850327854	0.42576666832738874	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri	292921
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__;otu__4404731	52	-0.053147118104400003	0.053147118104400003	3.8914509091803944e-05	5.034662251242962e-05	1.0853867059359089e-05	-0.6366518294353563	0.27631578947368424	0.35185185185185186	0.09090909090909091	-0.4339376619435565	-0.51626760136191918	-1.0039113513138689	-0.028623851409969481	0.037985560950657339	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		4404731
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__194824	53	-0.028143487206999999	0.028143487206999999	8.423279669100001e-06	1.1854986200955556e-05	0.0	-1.1090716147904645	0.10526315789473684	0.14814814814814814	0.0	-0.5642714304385625	-0.44399751274975735	-0.98427560788788737	0.096280582388372615	0.10724786774309371	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			194824
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus;s__;otu__14279	54	-0.043333522341400005	0.043333522341400005	7.367207841097367e-06	1.0368662887470368e-05	0.0	-1.0557093886331008	0.11842105263157894	0.16666666666666666	0.0	-0.6100289209992377	-0.47328989564873047	-1.0129491858358375	0.066369394538376536	0.085628938982808725	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Peptoniphilus		14279
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;otu__4368484	55	0.048557907054399996	0.048557907054399996	9.658173944408421e-05	5.913059109296297e-07	0.00033219462175273633	2.3209443066702313	0.10526315789473684	0.018518518518518517	0.3181818181818182	0.9920310703287246	2.7641472997122749	1.2119325025964827	4.3163620968280672	0.00048255555082375333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			4368484
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;otu__4334844	56	0.061127645501100003	0.061127645501100003	1.994837777549605e-05	1.2384410252062962e-05	3.851447987846817e-05	0.47015702984819485	0.25	0.2037037037037037	0.36363636363636365	0.2650323423924624	0.35243054428209514	-0.11636834278495101	0.82122943134914128	0.14063005058510442	Bacteria	Firmicutes	Clostridia	Clostridiales				4334844
